,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color
0,0.14247326517042827,2.188832919994,-2.1928325189113975,-0.7447781044754056,0.5699578170318237,-1.1001398607084654,-1.4463585242101074,1.034992819633769,1.8130895095901995,0.1930967712748237,-0.9154641641997514,5,red
1,0.4510357232102707,3.2822349449551016,-2.1928325189113975,-0.5976400729319182,1.1979747043246598,-0.31132008513363574,-0.8624686252388861,0.7014863098405938,-0.11507302985565777,0.9995786202955752,-0.5800681329525695,5,red
2,0.4510357232102707,2.553300261647701,-1.9175526782156573,-0.6606992293076985,1.0266973714266134,-0.8747627819727997,-1.092485858166943,0.7681876117992213,0.2581197197145062,0.7979581580403872,-0.5800681329525695,5,red
3,3.0738166165489345,-0.36243847158190146,1.6610852508289689,-0.7447781044754056,0.5414115948821493,-0.7620742426049669,-0.9863240583539936,1.1016941215923968,-0.36386819623576894,0.32751041277828163,-0.5800681329525695,6,red
4,0.14247326517042827,2.188832919994,-2.1928325189113975,-0.7447781044754056,0.5699578170318237,-1.1001398607084654,-1.4463585242101074,1.034992819633769,1.8130895095901995,0.1930967712748237,-0.9154641641997514,5,red
5,0.14247326517042827,1.9458546922248672,-2.1928325189113975,-0.7657978232673324,0.5414115948821493,-0.9874513213406325,-1.340196724397158,1.034992819633769,1.8130895095901995,0.1930967712748237,-0.9154641641997514,5,red
6,0.5281763377202319,1.5813873505711664,-1.7799127578677871,-0.8078372608511859,0.3701342619841033,-0.8747627819727997,-1.0040176916561518,0.5680837059233014,0.5069148860946173,-0.47897143624246946,-0.9154641641997514,5,red
7,0.06533265066046715,1.8851101352825836,-2.1928325189113975,-0.891916136018893,0.25594937338540574,-0.8747627819727997,-1.6763757571381641,-0.032228011704384475,1.0667040104498688,-0.41176461549074045,-0.4123701173289794,7,red
8,0.4510357232102707,1.4598982366865996,-2.0551925985635275,-0.7237583856834788,0.4843191505828005,-1.212828400076298,-1.7294566570446388,0.7014863098405938,0.8801076356647841,0.2603035920265523,-0.8316151563879564,7,red
9,0.2196138796803887,0.9739417811483329,0.2846860473502662,0.13805008478551872,0.4272267062834517,-0.7620742426049669,-0.24319145966334857,1.034992819633769,0.8179088440697577,1.8060604693163267,0.006874921729997588,5,red
10,-0.39751103639929686,1.4598982366865996,-1.6422728375199167,-0.7657978232673324,1.1694284821749854,-0.8747627819727997,-0.8978558918432026,0.4013304510267323,0.38251730290456176,0.05868312977136499,-1.083162179823343,5,red
11,0.2196138796803887,0.9739417811483329,0.2846860473502662,0.13805008478551872,0.4272267062834517,-0.7620742426049669,-0.24319145966334857,1.034992819633769,0.8179088440697577,1.8060604693163267,0.006874921729997588,5,red
12,-1.246057796008865,1.6725041859845917,-2.1928325189113975,-0.8078372608511859,0.9410587049775904,-0.8184185122888833,-1.0040176916561518,-0.13227996464236297,2.2484810507553954,-0.07573051173209372,-0.4962191251407745,5,red
13,0.4510357232102707,1.64213190751345,-0.19705367386727962,-0.8078372608511859,1.6547142587194497,-1.212828400076298,-1.5348266907208983,0.9015902157164767,0.2581197197145062,6.913778846447753,-1.1670111876351381,5,red
